type,answer,passage,question,tf
tf,正しくない,コンピュータは，直接アナログデータを扱うことができず，デジタルデータをデータとして扱っている。コンピュータの内部におけるデータは，複数の素子の電圧などの段階の組み合わせとして表されることが多い。現在は，これを二段階で表現する場合が多く，0と１で表される２進法を対応させて扱っている。,"次の文章は正しいか答えなさい。コンピュータは,直接アナログデータを扱うことは可能ですか?",0
tf,正しくない,コンピュータは，直接アナログデータを扱うことができず，デジタルデータをデータとして扱っている。コンピュータの内部におけるデータは，複数の素子の電圧などの段階の組み合わせとして表されることが多い。現在は，これを二段階で表現する場合が多く，0と１で表される２進法を対応させて扱っている。,"コンピュータは,直接アナログデータを扱うことができず,デジタルデータをデータとして扱う。",0
tf,正しくない,コンピュータは，直接アナログデータを扱うことができず，デジタルデータをデータとして扱っている。コンピュータの内部におけるデータは，複数の素子の電圧などの段階の組み合わせとして表されることが多い。現在は，これを二段階で表現する場合が多く，0と１で表される２進法を対応させて扱っている。,"次の文章は正しいか答えなさい。コンピュータは,直接アナログデータを扱うことが許されている。",0
tf,正しくない,コンピュータは，直接アナログデータを扱うことができず，デジタルデータをデータとして扱っている。コンピュータの内部におけるデータは，複数の素子の電圧などの段階の組み合わせとして表されることが多い。現在は，これを二段階で表現する場合が多く，0と１で表される２進法を対応させて扱っている。,"次の文章は正しいか答えなさい。コンピュータは,直接アナログデータを扱うことができず,デジタルデータをデータとして扱っている。",0
tf,正しくない,コンピュータは，直接アナログデータを扱うことができず，デジタルデータをデータとして扱っている。コンピュータの内部におけるデータは，複数の素子の電圧などの段階の組み合わせとして表されることが多い。現在は，これを二段階で表現する場合が多く，0と１で表される２進法を対応させて扱っている。,"次の文章は正しいか答えなさい。コンピュータは,直接アナログデータを扱わず,デジタルデータをデータとして扱っている。",0
tf,正しくない,コンピュータは，直接アナログデータを扱うことができず，デジタルデータをデータとして扱っている。コンピュータの内部におけるデータは，複数の素子の電圧などの段階の組み合わせとして表されることが多い。現在は，これを二段階で表現する場合が多く，0と１で表される２進法を対応させて扱っている。,"次の文章は正しいか答えなさい。コンピュータは,直接アナログデータを扱うことは可能か?",0
tf,正しくない,コンピュータは，直接アナログデータを扱うことができず，デジタルデータをデータとして扱っている。コンピュータの内部におけるデータは，複数の素子の電圧などの段階の組み合わせとして表されることが多い。現在は，これを二段階で表現する場合が多く，0と１で表される２進法を対応させて扱っている。,"コンピュータは,直接アナログデータを扱うことは可能か。",0
word,標本化,アナログ情報をデジタル化するときには，連続的に変化する量を一定の時間間隔で区切る標本化，それぞれの値にあらかじめ定めた段階値を割り当てる量子化，量子化した数値を２進法で表現する符号化の手順が行われる。,"アナログ情報をデジタル情報に変換する際,連続的に変化する量を一定の時間間隔で区切るものは何ですか?",0
word,標本化,アナログ情報をデジタル化するときには，連続的に変化する量を一定の時間間隔で区切る標本化，それぞれの値にあらかじめ定めた段階値を割り当てる量子化，量子化した数値を２進法で表現する符号化の手順が行われる。,"アナログ情報をデジタル情報に変換するとき,連続的に変化する量を一定の時間間隔で区切るものは何ですか?",0
word,標本化,アナログ情報をデジタル化するときには，連続的に変化する量を一定の時間間隔で区切る標本化，それぞれの値にあらかじめ定めた段階値を割り当てる量子化，量子化した数値を２進法で表現する符号化の手順が行われる。,"アナログ情報をデジタル情報に変換する際,連続的に変化する量を一定の時間間隔で区切るものは何か",0
word,標本化,アナログ情報をデジタル化するときには，連続的に変化する量を一定の時間間隔で区切る標本化，それぞれの値にあらかじめ定めた段階値を割り当てる量子化，量子化した数値を２進法で表現する符号化の手順が行われる。,"アナログ情報をデジタル情報に変換するとき,連続的に変化する量を一定の時間間隔で区切るものは何か",0
word,標本化,アナログ情報をデジタル化するときには，連続的に変化する量を一定の時間間隔で区切る標本化，それぞれの値にあらかじめ定めた段階値を割り当てる量子化，量子化した数値を２進法で表現する符号化の手順が行われる。,"アナログ情報をデジタル情報に変換する際,連続的に変化する量を一定の時間間隔で区切るものは何ですか",0
word,標本化,アナログ情報をデジタル化するときには，連続的に変化する量を一定の時間間隔で区切る標本化，それぞれの値にあらかじめ定めた段階値を割り当てる量子化，量子化した数値を２進法で表現する符号化の手順が行われる。,"アナログ情報をデジタル情報に変換する際に,連続的に変化する量を一定の時間間隔で区切るものは何ですか?",0
word,標本化,アナログ情報をデジタル化するときには，連続的に変化する量を一定の時間間隔で区切る標本化，それぞれの値にあらかじめ定めた段階値を割り当てる量子化，量子化した数値を２進法で表現する符号化の手順が行われる。,"アナログ情報をデジタル情報に変換するとき,連続的に変化する量を一定の時間間隔で区切るものは何ですか",0
word,標本化,アナログ情報をデジタル化するときには，連続的に変化する量を一定の時間間隔で区切る標本化，それぞれの値にあらかじめ定めた段階値を割り当てる量子化，量子化した数値を２進法で表現する符号化の手順が行われる。,"アナログ情報をデジタル情報に変換する際には,連続的に変化する量を一定の時間間隔で区切るものは何ですか?",0
word,標本化,アナログ情報をデジタル化するときには，連続的に変化する量を一定の時間間隔で区切る標本化，それぞれの値にあらかじめ定めた段階値を割り当てる量子化，量子化した数値を２進法で表現する符号化の手順が行われる。,"アナログ情報をデジタル情報に変換する際,連続的に変化する量を一定の時間間隔で区切ることは何ですか?",1
word,標本化,アナログ情報をデジタル化するときには，連続的に変化する量を一定の時間間隔で区切る標本化，それぞれの値にあらかじめ定めた段階値を割り当てる量子化，量子化した数値を２進法で表現する符号化の手順が行われる。,"アナログ情報をデジタル情報に変換する際には,連続的に変化する量を一定の時間間隔で区切る",0
word,量子化,アナログ情報をデジタル化するときには，連続的に変化する量を一定の時間間隔で区切る標本化，それぞれの値にあらかじめ定めた段階値を割り当てる量子化，量子化した数値を２進法で表現する符号化の手順が行われる。,"アナログ情報をデジタル情報に変換する際,それぞれの値にあらかじめ定めた段階値を割り当てる符号化の手順が行われる。",0
word,量子化,アナログ情報をデジタル化するときには，連続的に変化する量を一定の時間間隔で区切る標本化，それぞれの値にあらかじめ定めた段階値を割り当てる量子化，量子化した数値を２進法で表現する符号化の手順が行われる。,"アナログ情報をデジタル情報に変換する際には,それぞれの値にあらかじめ定めた段階値を割り当てる符号化の手順が行われる",0
word,量子化,アナログ情報をデジタル化するときには，連続的に変化する量を一定の時間間隔で区切る標本化，それぞれの値にあらかじめ定めた段階値を割り当てる量子化，量子化した数値を２進法で表現する符号化の手順が行われる。,"アナログ情報をデジタル情報に変換するとき,それぞれの値にあらかじめ定めた段階値を割り当てる符号化の手順が行われる。",0
word,量子化,アナログ情報をデジタル化するときには，連続的に変化する量を一定の時間間隔で区切る標本化，それぞれの値にあらかじめ定めた段階値を割り当てる量子化，量子化した数値を２進法で表現する符号化の手順が行われる。,"アナログ情報をデジタル情報に変換する際には,それぞれの値にあらかじめ定めた段階値を割り当てる符号化の手順が行われる。",0
word,量子化,アナログ情報をデジタル化するときには，連続的に変化する量を一定の時間間隔で区切る標本化，それぞれの値にあらかじめ定めた段階値を割り当てる量子化，量子化した数値を２進法で表現する符号化の手順が行われる。,"アナログ情報をデジタル情報に変換する際,それぞれの値にあらかじめ定めた段階値を割り当てる符号化の手順が行われる",0
word,量子化,アナログ情報をデジタル化するときには，連続的に変化する量を一定の時間間隔で区切る標本化，それぞれの値にあらかじめ定めた段階値を割り当てる量子化，量子化した数値を２進法で表現する符号化の手順が行われる。,"アナログ情報をデジタル情報に変換する際に,それぞれの値にあらかじめ定めた段階値を割り当てる符号化の手順が行われる。",0
word,量子化,アナログ情報をデジタル化するときには，連続的に変化する量を一定の時間間隔で区切る標本化，それぞれの値にあらかじめ定めた段階値を割り当てる量子化，量子化した数値を２進法で表現する符号化の手順が行われる。,"アナログ情報をデジタル情報に変換する際には,各値にあらかじめ定めた段階値を割り当てる符号化の手順が行われる",0
word,量子化,アナログ情報をデジタル化するときには，連続的に変化する量を一定の時間間隔で区切る標本化，それぞれの値にあらかじめ定めた段階値を割り当てる量子化，量子化した数値を２進法で表現する符号化の手順が行われる。,"アナログ情報をデジタル情報に変換する際,それぞれの値にあらかじめ定めた段階値を割り当てる符号化の手順は何か",1
word,量子化,アナログ情報をデジタル化するときには，連続的に変化する量を一定の時間間隔で区切る標本化，それぞれの値にあらかじめ定めた段階値を割り当てる量子化，量子化した数値を２進法で表現する符号化の手順が行われる。,"アナログ情報をデジタル情報に変換する際には,各値にあらかじめ定めた段階値を割り当てる符号化の手順が行われる。",0
word,量子化,アナログ情報をデジタル化するときには，連続的に変化する量を一定の時間間隔で区切る標本化，それぞれの値にあらかじめ定めた段階値を割り当てる量子化，量子化した数値を２進法で表現する符号化の手順が行われる。,"アナログ情報をデジタル情報に変換するとき,それぞれの値にあらかじめ定めた段階値を割り当てる符号化の手順が行われる",0
tf,正しくない,アナログ情報をデジタル化するときには，連続的に変化する量を一定の時間間隔で区切る標本化，それぞれの値にあらかじめ定めた段階値を割り当てる量子化，量子化した数値を２進法で表現する符号化の手順が行われる。,"次の文章は正しいか答えなさい。アナログ情報をデジタル情報に変換する際には,連続的に変化する量を一定の時間間隔で区切る標本化,それぞれの値にあらかじめ定めた段階値を割り当てる量子化の手順が行われる。",1
tf,正しくない,アナログ情報をデジタル化するときには，連続的に変化する量を一定の時間間隔で区切る標本化，それぞれの値にあらかじめ定めた段階値を割り当てる量子化，量子化した数値を２進法で表現する符号化の手順が行われる。,"次の文章は正しいか答えなさい。アナログ情報をデジタル情報に変換する際の連続的に変化する量を一定の時間間隔で区切る標本化,それぞれの値にあらかじめ定めた段階値を割り当てる量子化の手順が行われる。",1
tf,正しくない,アナログ情報をデジタル化するときには，連続的に変化する量を一定の時間間隔で区切る標本化，それぞれの値にあらかじめ定めた段階値を割り当てる量子化，量子化した数値を２進法で表現する符号化の手順が行われる。,"次の文章は正しいか答えなさい。アナログ情報をデジタル情報に変換する際,連続的に変化する量を一定の時間間隔で区切る標本化,それぞれの値にあらかじめ定めた段階値を割り当てる量子化の手順が行われる。",1
tf,正しくない,アナログ情報をデジタル化するときには，連続的に変化する量を一定の時間間隔で区切る標本化，それぞれの値にあらかじめ定めた段階値を割り当てる量子化，量子化した数値を２進法で表現する符号化の手順が行われる。,"次の文章は正しいか答えなさい。アナログ情報をデジタル情報に変換するとき,連続的に変化する量を一定の時間間隔で区切る標本化,それぞれの値にあらかじめ定めた段階値を割り当てる量子化の手順が行われる。",1
tf,正しくない,アナログ情報をデジタル化するときには，連続的に変化する量を一定の時間間隔で区切る標本化，それぞれの値にあらかじめ定めた段階値を割り当てる量子化，量子化した数値を２進法で表現する符号化の手順が行われる。,"次の文章は正しいか答えなさい。アナログ情報をデジタル情報に変換するときには,連続的に変化する量を一定の時間間隔で区切る標本化,それぞれの値にあらかじめ定めた段階値を割り当てる量子化の手順が行われる。",1
tf,正しくない,アナログ情報をデジタル化するときには，連続的に変化する量を一定の時間間隔で区切る標本化，それぞれの値にあらかじめ定めた段階値を割り当てる量子化，量子化した数値を２進法で表現する符号化の手順が行われる。,"次の文章は正しいか答えなさい。アナログ情報をデジタル情報に変換する際は,連続的に変化する量を一定の時間間隔で区切る標本化,それぞれの値にあらかじめ定めた段階値を割り当てる量子化の手順が行われる。",1
tf,正しくない,アナログ情報をデジタル化するときには，連続的に変化する量を一定の時間間隔で区切る標本化，それぞれの値にあらかじめ定めた段階値を割り当てる量子化，量子化した数値を２進法で表現する符号化の手順が行われる。,"次の文章は正しいか答えなさい。アナログ情報をデジタル情報に変換する際には,連続的に変化する量を一定の時間間隔で区切る標本化,それぞれの値にあらかじめ定めた段階値を割り当てる符号化の手順が行われる。",1
tf,正しくない,アナログ情報をデジタル化するときには，連続的に変化する量を一定の時間間隔で区切る標本化，それぞれの値にあらかじめ定めた段階値を割り当てる量子化，量子化した数値を２進法で表現する符号化の手順が行われる。,"次の文章は正しいか答えなさい。アナログ情報をデジタル情報に変換する際の連続的に変化する量を一定の時間間隔で区切る標本化,それぞれの値にあらかじめ定めた段階値を割り当てる符号化の手順が行われる。",1
tf,正しくない,アナログ情報をデジタル化するときには，連続的に変化する量を一定の時間間隔で区切る標本化，それぞれの値にあらかじめ定めた段階値を割り当てる量子化，量子化した数値を２進法で表現する符号化の手順が行われる。,"次の文章は正しいか答えなさい。アナログ情報をデジタル情報に変換するときには,連続的に変化する量を一定の時間間隔で区切る標本化,それぞれの値にあらかじめ定めた段階値を割り当てる符号化の手順が行われる。",1
tf,正しくない,アナログ情報をデジタル化するときには，連続的に変化する量を一定の時間間隔で区切る標本化，それぞれの値にあらかじめ定めた段階値を割り当てる量子化，量子化した数値を２進法で表現する符号化の手順が行われる。,"次の文章は正しいか答えなさい。アナログ情報をデジタル情報に変換する際,連続的に変化する量を一定の時間間隔で区切る標本化,それぞれの値にあらかじめ定めた段階値を割り当てる符号化の手順が行われる。",1
word,16bit,コンピュータでは，文字の一つ一つに文字コードと呼ばれる固有の番号を割り当てることで，文字を2進法のデータとして取り扱っている。英語などで使用されるアルファベットや数字などの文字は種類が少ないので７bitで表現することができるが，日本語などで使用される漢字などの文字は種類が多いので16bitで表現する。,日本語は1文字あたり何bitで表現できますか?,1
word,16bit,コンピュータでは，文字の一つ一つに文字コードと呼ばれる固有の番号を割り当てることで，文字を2進法のデータとして取り扱っている。英語などで使用されるアルファベットや数字などの文字は種類が少ないので７bitで表現することができるが，日本語などで使用される漢字などの文字は種類が多いので16bitで表現する。,"コンピュータでは,日本語は1文字あたり何bitで表現できますか?",1
word,16bit,コンピュータでは，文字の一つ一つに文字コードと呼ばれる固有の番号を割り当てることで，文字を2進法のデータとして取り扱っている。英語などで使用されるアルファベットや数字などの文字は種類が少ないので７bitで表現することができるが，日本語などで使用される漢字などの文字は種類が多いので16bitで表現する。,コンピュータでは文字を1文字あたり何bitで表現するのですか?,1
word,16bit,コンピュータでは，文字の一つ一つに文字コードと呼ばれる固有の番号を割り当てることで，文字を2進法のデータとして取り扱っている。英語などで使用されるアルファベットや数字などの文字は種類が少ないので７bitで表現することができるが，日本語などで使用される漢字などの文字は種類が多いので16bitで表現する。,コンピュータでは文字を1文字あたり何bitで表現できますか?,1
word,16bit,コンピュータでは，文字の一つ一つに文字コードと呼ばれる固有の番号を割り当てることで，文字を2進法のデータとして取り扱っている。英語などで使用されるアルファベットや数字などの文字は種類が少ないので７bitで表現することができるが，日本語などで使用される漢字などの文字は種類が多いので16bitで表現する。,"コンピュータでは,日本語はどのくらいのbitで表現できますか?",1
word,16bit,コンピュータでは，文字の一つ一つに文字コードと呼ばれる固有の番号を割り当てることで，文字を2進法のデータとして取り扱っている。英語などで使用されるアルファベットや数字などの文字は種類が少ないので７bitで表現することができるが，日本語などで使用される漢字などの文字は種類が多いので16bitで表現する。,"コンピュータでは,日本語は1文字あたり何bitで表現できますか",1
word,16bit,コンピュータでは，文字の一つ一つに文字コードと呼ばれる固有の番号を割り当てることで，文字を2進法のデータとして取り扱っている。英語などで使用されるアルファベットや数字などの文字は種類が少ないので７bitで表現することができるが，日本語などで使用される漢字などの文字は種類が多いので16bitで表現する。,コンピュータでは文字を1文字あたり何bitで表現できますか,0
word,16bit,コンピュータでは，文字の一つ一つに文字コードと呼ばれる固有の番号を割り当てることで，文字を2進法のデータとして取り扱っている。英語などで使用されるアルファベットや数字などの文字は種類が少ないので７bitで表現することができるが，日本語などで使用される漢字などの文字は種類が多いので16bitで表現する。,"コンピュータでは,日本語は1文字あたり何bitで表現するのですか?",1
word,16bit,コンピュータでは，文字の一つ一つに文字コードと呼ばれる固有の番号を割り当てることで，文字を2進法のデータとして取り扱っている。英語などで使用されるアルファベットや数字などの文字は種類が少ないので７bitで表現することができるが，日本語などで使用される漢字などの文字は種類が多いので16bitで表現する。,コンピュータでは何ビットで表現できますか?,0
word,16bit,コンピュータでは，文字の一つ一つに文字コードと呼ばれる固有の番号を割り当てることで，文字を2進法のデータとして取り扱っている。英語などで使用されるアルファベットや数字などの文字は種類が少ないので７bitで表現することができるが，日本語などで使用される漢字などの文字は種類が多いので16bitで表現する。,コンピュータでは文字を1文字あたり何bitで表現するのですか,0
tf,正しくない,コンピュータでは，文字の一つ一つに文字コードと呼ばれる固有の番号を割り当てることで，文字を2進法のデータとして取り扱っている。英語などで使用されるアルファベットや数字などの文字は種類が少ないので７bitで表現することができるが，日本語などで使用される漢字などの文字は種類が多いので16bitで表現する。,次の文章は正しいか答えなさい。英語などで使用されるアルファベットや数字などの文字は種類が少ないので7bitで表現する。,0
tf,正しくない,コンピュータでは，文字の一つ一つに文字コードと呼ばれる固有の番号を割り当てることで，文字を2進法のデータとして取り扱っている。英語などで使用されるアルファベットや数字などの文字は種類が少ないので７bitで表現することができるが，日本語などで使用される漢字などの文字は種類が多いので16bitで表現する。,"次の文章は正しいか答えなさい。英語などで使用されるアルファベットや数字のような文字は種類が少ないので7bitで表現できますが,日本語などで使用される漢字などの文字は種類が多いので16bitで表現できます。",0
tf,正しくない,コンピュータでは，文字の一つ一つに文字コードと呼ばれる固有の番号を割り当てることで，文字を2進法のデータとして取り扱っている。英語などで使用されるアルファベットや数字などの文字は種類が少ないので７bitで表現することができるが，日本語などで使用される漢字などの文字は種類が多いので16bitで表現する。,"次の文章は正しいか答えなさい。英語などで使用されるアルファベットや数字のような文字は種類が少ないので7bitで表現できますが,日本語などで使用される漢字などの文字は種類が少ないので16bitで表現できます。",1
tf,正しくない,コンピュータでは，文字の一つ一つに文字コードと呼ばれる固有の番号を割り当てることで，文字を2進法のデータとして取り扱っている。英語などで使用されるアルファベットや数字などの文字は種類が少ないので７bitで表現することができるが，日本語などで使用される漢字などの文字は種類が多いので16bitで表現する。,"次の文章は正しいか答えなさい。英語で使用されるアルファベットや数字などの文字は種類が少ないので7bitで表現できますが,日本語などで使用される漢字のような文字は種類が多いので16bitで表現できます。",0
tf,正しくない,コンピュータでは，文字の一つ一つに文字コードと呼ばれる固有の番号を割り当てることで，文字を2進法のデータとして取り扱っている。英語などで使用されるアルファベットや数字などの文字は種類が少ないので７bitで表現することができるが，日本語などで使用される漢字などの文字は種類が多いので16bitで表現する。,"次の文章は正しいか答えなさい。英語などで使用されるアルファベットや数字などの文字は種類が少ないので7bitで表現できますが,日本語などで使用される漢字のような文字は種類が多いので16bitで表現できます。",0
tf,正しくない,コンピュータでは，文字の一つ一つに文字コードと呼ばれる固有の番号を割り当てることで，文字を2進法のデータとして取り扱っている。英語などで使用されるアルファベットや数字などの文字は種類が少ないので７bitで表現することができるが，日本語などで使用される漢字などの文字は種類が多いので16bitで表現する。,"次の文章は正しいか答えなさい。英語で使用されるアルファベットや数字などの文字は種類が少ないので7bitで表現できますが,日本語などで使用される漢字のような文字は種類が少ないので16bitで表現できます。",1
tf,正しくない,コンピュータでは，文字の一つ一つに文字コードと呼ばれる固有の番号を割り当てることで，文字を2進法のデータとして取り扱っている。英語などで使用されるアルファベットや数字などの文字は種類が少ないので７bitで表現することができるが，日本語などで使用される漢字などの文字は種類が多いので16bitで表現する。,"次の文章は正しいか答えなさい。英語などで使用されるアルファベットや数字などの文字は種類が少ないので7bitで表現できますが,日本語などで使用される漢字のような文字は種類が少ないので16bitで表現できます。",1
tf,正しくない,コンピュータでは，文字の一つ一つに文字コードと呼ばれる固有の番号を割り当てることで，文字を2進法のデータとして取り扱っている。英語などで使用されるアルファベットや数字などの文字は種類が少ないので７bitで表現することができるが，日本語などで使用される漢字などの文字は種類が多いので16bitで表現する。,"次の文章は正しいか答えなさい。英語などで使用されるアルファベットや数字のような文字は種類が少ないので7bitで表現できますが,日本語などで使用される漢字などの文字は種類が多いので8bitで表現できます。",1
tf,正しくない,コンピュータでは，文字の一つ一つに文字コードと呼ばれる固有の番号を割り当てることで，文字を2進法のデータとして取り扱っている。英語などで使用されるアルファベットや数字などの文字は種類が少ないので７bitで表現することができるが，日本語などで使用される漢字などの文字は種類が多いので16bitで表現する。,"次の文章は正しいか答えなさい。英語などで使用されるアルファベットや数字などの文字は種類が少ないので7bitで表現できますが,日本語のような文字は種類が多いので16bitで表現できます。",0
tf,正しくない,コンピュータでは，文字の一つ一つに文字コードと呼ばれる固有の番号を割り当てることで，文字を2進法のデータとして取り扱っている。英語などで使用されるアルファベットや数字などの文字は種類が少ないので７bitで表現することができるが，日本語などで使用される漢字などの文字は種類が多いので16bitで表現する。,"次の文章は正しいか答えなさい。英語などで使用されるアルファベットや数字のような文字は種類が少ないので7bitで表現できますが,日本語などで使用される漢字などの文字は種類が多いので16bitで表現できます",0
word,ラスタデータ,"コンピュータで扱う画像データには様々な種類がある。画像データは大別して，ラスタデータとベクタデータに大きく分けられる。ラスタデータは，画像を色情報を持った点を使って表現したデータで，ビットマップデータとも呼ばれる。ラスタデータは，写真や自然画などを扱うのに適している。しかしラスタデータは，点の集合で表現されているため，画像の拡大・縮小・変形などには適さない。ベクタデータは，画像を点とそれを結ぶ線や面で計算処理して表現したデータで，イラストや図面などを作成するのに適している。ベクタデータは，表示するたびに,計算を行って画像を表現するため，画像を拡大・縮小・変形したりしても，画質が維持されるという特徴がある。",写真や自然画などを扱うのに適している画像データはどれか,0
word,ラスタデータ,"コンピュータで扱う画像データには様々な種類がある。画像データは大別して，ラスタデータとベクタデータに大きく分けられる。ラスタデータは，画像を色情報を持った点を使って表現したデータで，ビットマップデータとも呼ばれる。ラスタデータは，写真や自然画などを扱うのに適している。しかしラスタデータは，点の集合で表現されているため，画像の拡大・縮小・変形などには適さない。ベクタデータは，画像を点とそれを結ぶ線や面で計算処理して表現したデータで，イラストや図面などを作成するのに適している。ベクタデータは，表示するたびに,計算を行って画像を表現するため，画像を拡大・縮小・変形したりしても，画質が維持されるという特徴がある。",写真や自然画などを扱うのに適している画像データの種類はどれか,1
word,ラスタデータ,"コンピュータで扱う画像データには様々な種類がある。画像データは大別して，ラスタデータとベクタデータに大きく分けられる。ラスタデータは，画像を色情報を持った点を使って表現したデータで，ビットマップデータとも呼ばれる。ラスタデータは，写真や自然画などを扱うのに適している。しかしラスタデータは，点の集合で表現されているため，画像の拡大・縮小・変形などには適さない。ベクタデータは，画像を点とそれを結ぶ線や面で計算処理して表現したデータで，イラストや図面などを作成するのに適している。ベクタデータは，表示するたびに,計算を行って画像を表現するため，画像を拡大・縮小・変形したりしても，画質が維持されるという特徴がある。",コンピュータで扱う画像データの代表的な分類は何か,0
word,ラスタデータ,"コンピュータで扱う画像データには様々な種類がある。画像データは大別して，ラスタデータとベクタデータに大きく分けられる。ラスタデータは，画像を色情報を持った点を使って表現したデータで，ビットマップデータとも呼ばれる。ラスタデータは，写真や自然画などを扱うのに適している。しかしラスタデータは，点の集合で表現されているため，画像の拡大・縮小・変形などには適さない。ベクタデータは，画像を点とそれを結ぶ線や面で計算処理して表現したデータで，イラストや図面などを作成するのに適している。ベクタデータは，表示するたびに,計算を行って画像を表現するため，画像を拡大・縮小・変形したりしても，画質が維持されるという特徴がある。",画像を点の集合で表現したデータはどれか,0
word,ラスタデータ,"コンピュータで扱う画像データには様々な種類がある。画像データは大別して，ラスタデータとベクタデータに大きく分けられる。ラスタデータは，画像を色情報を持った点を使って表現したデータで，ビットマップデータとも呼ばれる。ラスタデータは，写真や自然画などを扱うのに適している。しかしラスタデータは，点の集合で表現されているため，画像の拡大・縮小・変形などには適さない。ベクタデータは，画像を点とそれを結ぶ線や面で計算処理して表現したデータで，イラストや図面などを作成するのに適している。ベクタデータは，表示するたびに,計算を行って画像を表現するため，画像を拡大・縮小・変形したりしても，画質が維持されるという特徴がある。",画像を色情報を持った点を使って表現したデータはどれか,0
word,ラスタデータ,"コンピュータで扱う画像データには様々な種類がある。画像データは大別して，ラスタデータとベクタデータに大きく分けられる。ラスタデータは，画像を色情報を持った点を使って表現したデータで，ビットマップデータとも呼ばれる。ラスタデータは，写真や自然画などを扱うのに適している。しかしラスタデータは，点の集合で表現されているため，画像の拡大・縮小・変形などには適さない。ベクタデータは，画像を点とそれを結ぶ線や面で計算処理して表現したデータで，イラストや図面などを作成するのに適している。ベクタデータは，表示するたびに,計算を行って画像を表現するため，画像を拡大・縮小・変形したりしても，画質が維持されるという特徴がある。",写真や自然画などを扱うのに適している画像データの種類は何か,1
